sr_number,type,raw_location,area,created_date,activity_date,status,group,description,address,ward
10-01242449,Tree Planting - Green Streets,"2537 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:36 PM","OCT 13, 2010 01:07 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2537 W WARREN BLVD,27-Ward
10-01242457,Tree Planting - Green Streets,"2541 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:37 PM","OCT 13, 2010 01:08 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2541 W WARREN BLVD,27-Ward
10-01242460,Tree Planting - Green Streets,"2545 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:37 PM","OCT 13, 2010 01:09 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2545 W WARREN BLVD,27-Ward
10-01242465,Tree Planting - Green Streets,"2550 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:38 PM","OCT 11, 2010 01:32 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2550 W WARREN BLVD,27-Ward
10-01242553,Tree Planting - Green Streets,"2559 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:47 PM","OCT 13, 2010 01:10 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2559 W WARREN BLVD,27-Ward
10-01242559,Tree Planting - Green Streets,"2638 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:47 PM","OCT 11, 2010 01:36 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2638 W WARREN BLVD,27-Ward
10-01242564,Tree Planting - Green Streets,"2644 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:48 PM","OCT 11, 2010 01:36 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2644 W WARREN BLVD,27-Ward
10-01242567,Tree Planting - Green Streets,"2653 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:48 PM","OCT 13, 2010 01:11 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2653 W WARREN BLVD,27-Ward
10-01242574,Tree Planting - Green Streets,"2661 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:49 PM","OCT 13, 2010 01:11 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2661 W WARREN BLVD,27-Ward
10-01242579,Tree Planting - Green Streets,"2663 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:49 PM","OCT 13, 2010 01:12 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2663 W WARREN BLVD,27-Ward
10-01242616,Tree Planting - Green Streets,"2671 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 06, 2010 01:51 PM","OCT 14, 2010 11:28 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2671 W WARREN BLVD,27-Ward
10-01251594,Tree Planting - Green Streets,"2673 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:33 AM","OCT 14, 2010 11:29 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2673 W WARREN BLVD,27-Ward
10-01251696,Tree Planting - Green Streets,"2704 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:41 AM","OCT 11, 2010 01:37 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2704 W WARREN BLVD,27-Ward
10-01251770,Tree Planting - Green Streets,"2705 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:49 AM","OCT 14, 2010 11:36 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2705 W WARREN BLVD,27-Ward
10-01251807,Tree Planting - Green Streets,"2707 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:51 AM","OCT 14, 2010 11:38 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2707 W WARREN BLVD,27-Ward
10-01251812,Tree Planting - Green Streets,"2710 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:53 AM","OCT 11, 2010 01:38 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2710 W WARREN BLVD,27-Ward
10-01251833,Tree Planting - Green Streets,"2712 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:53 AM","OCT 11, 2010 01:45 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2712 W WARREN BLVD,27-Ward
10-01251836,Tree Planting - Green Streets,"2713 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:54 AM","OCT 14, 2010 11:39 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2713 W WARREN BLVD,27-Ward
10-01251842,Tree Planting - Green Streets,"2714 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:55 AM","OCT 14, 2010 09:25 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2714 W WARREN BLVD,27-Ward
10-01251851,Tree Planting - Green Streets,"2715 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:55 AM","OCT 14, 2010 11:41 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2715 W WARREN BLVD,27-Ward
10-01251862,Tree Planting - Green Streets,"2718 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:56 AM","SEP 24, 2010 08:15 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2718 W WARREN BLVD,27-Ward
10-01251873,Tree Planting - Green Streets,"2719 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:56 AM","SEP 24, 2010 08:20 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2719 W WARREN BLVD,27-Ward
10-01251907,Tree Planting - Green Streets,"2720 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:56 AM","OCT 14, 2010 09:29 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2720 W WARREN BLVD,27-Ward
10-01251916,Tree Planting - Green Streets,"2723 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:57 AM","OCT 14, 2010 11:42 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2723 W WARREN BLVD,27-Ward
10-01251931,Tree Planting - Green Streets,"2724 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:58 AM","SEP 21, 2010 12:17 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2724 W WARREN BLVD,27-Ward
10-01251937,Tree Planting - Green Streets,"2725 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:58 AM","SEP 21, 2010 12:18 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2725 W WARREN BLVD,27-Ward
10-01251942,Tree Planting - Green Streets,"2730 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:59 AM","OCT 12, 2010 09:33 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2730 W WARREN BLVD,27-Ward
10-01251951,Tree Planting - Green Streets,"2731 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:59 AM","OCT 14, 2010 11:43 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2731 W WARREN BLVD,27-Ward
10-01251957,Tree Planting - Green Streets,"2733 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 10:59 AM","OCT 14, 2010 11:44 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2733 W WARREN BLVD,27-Ward
10-01251964,Tree Planting - Green Streets,"2734 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:00 AM","OCT 12, 2010 09:35 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2734 W WARREN BLVD,27-Ward
10-01251966,Tree Planting - Green Streets,"2736 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:00 AM","OCT 12, 2010 09:38 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2736 W WARREN BLVD,27-Ward
10-01251977,Tree Planting - Green Streets,"2737 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:01 AM","OCT 14, 2010 11:44 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2737 W WARREN BLVD,27-Ward
10-01251980,Tree Planting - Green Streets,"2742 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:01 AM","OCT 12, 2010 09:40 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2742 W WARREN BLVD,27-Ward
10-01251990,Tree Planting - Green Streets,"2745 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:01 AM","OCT 14, 2010 11:45 AM",Completed,Bureau of Forestry - Green Streets,FALL 201 - FALL 2010 - New Concrete(Season Of Plant) - 7D,2745 W WARREN BLVD,27-Ward
10-01251996,Tree Planting - Green Streets,"2750 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:02 AM","OCT 12, 2010 09:41 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2750 W WARREN BLVD,27-Ward
10-01252116,Tree Planting - Green Streets,"2746 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:11 AM","SEP 24, 2010 08:19 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2746 W WARREN BLVD,27-Ward
10-01252128,Tree Planting - Green Streets,"2751 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:11 AM","OCT 14, 2010 11:46 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2751 W WARREN BLVD,27-Ward
10-01252134,Tree Planting - Green Streets,"2753 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:12 AM","OCT 14, 2010 11:47 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2753 W WARREN BLVD,27-Ward
10-01252137,Tree Planting - Green Streets,"2754 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:12 AM","SEP 24, 2010 08:20 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2754 W WARREN BLVD,27-Ward
10-01252144,Tree Planting - Green Streets,"2802 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:12 AM","OCT 12, 2010 09:42 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2802 W WARREN BLVD,27-Ward
10-01252149,Tree Planting - Green Streets,"2803 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:13 AM","OCT 14, 2010 11:48 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2803 W WARREN BLVD,27-Ward
10-01252156,Tree Planting - Green Streets,"2806 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:13 AM","OCT 12, 2010 09:44 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2806 W WARREN BLVD,27-Ward
10-01252169,Tree Planting - Green Streets,"2812 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:14 AM","OCT 12, 2010 09:45 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2812 W WARREN BLVD,27-Ward
10-01252185,Tree Planting - Green Streets,"2815 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:14 AM","OCT 14, 2010 11:49 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2815 W WARREN BLVD,27-Ward
10-01252191,Tree Planting - Green Streets,"2816 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:16 AM","OCT 13, 2010 01:49 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2816 W WARREN BLVD,27-Ward
10-01252194,Tree Planting - Green Streets,"2819 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:16 AM","OCT 14, 2010 11:49 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2819 W WARREN BLVD,27-Ward
10-01252197,Tree Planting - Green Streets,"2823 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:17 AM","OCT 15, 2010 10:27 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2823 W WARREN BLVD,27-Ward
10-01252209,Tree Planting - Green Streets,"2824 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:17 AM","OCT 12, 2010 09:46 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2824 W WARREN BLVD,27-Ward
10-01252212,Tree Planting - Green Streets,"2828 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:17 AM","OCT 14, 2010 09:48 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2828 W WARREN BLVD,27-Ward
10-01252391,Tree Planting - Green Streets,"2829 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:18 AM","NOV 01, 2010 10:28 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2829 W WARREN BLVD,27-Ward
10-01252401,Tree Planting - Green Streets,"2834 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:30 AM","OCT 12, 2010 09:49 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2834 W WARREN BLVD,27-Ward
10-01252421,Tree Planting - Green Streets,"2838 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:31 AM","SEP 24, 2010 08:17 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2838 W WARREN BLVD,27-Ward
10-01252426,Tree Planting - Green Streets,"2839 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:32 AM","SEP 24, 2010 08:17 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2839 W WARREN BLVD,27-Ward
10-01252444,Tree Planting - Green Streets,"2841 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:33 AM","NOV 01, 2010 10:30 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2841 W WARREN BLVD,27-Ward
10-01252449,Tree Planting - Green Streets,"2844 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:33 AM","OCT 13, 2010 01:51 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2844 W WARREN BLVD,27-Ward
10-01252459,Tree Planting - Green Streets,"2847 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:34 AM","OCT 15, 2010 10:31 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2847 W WARREN BLVD,27-Ward
10-01252463,Tree Planting - Green Streets,"2848 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:35 AM","OCT 13, 2010 01:52 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2848 W WARREN BLVD,27-Ward
10-01252472,Tree Planting - Green Streets,"2856 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:36 AM","OCT 13, 2010 01:53 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2856 W WARREN BLVD,27-Ward
10-01252485,Tree Planting - Green Streets,"2861 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:37 AM","SEP 24, 2010 08:18 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2861 W WARREN BLVD,27-Ward
10-01252489,Tree Planting - Green Streets,"2903 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:37 AM","OCT 15, 2010 10:33 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2903 W WARREN BLVD,27-Ward
10-01252493,Tree Planting - Green Streets,"2904 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:38 AM","OCT 13, 2010 01:54 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2904 W WARREN BLVD,27-Ward
10-01252505,Tree Planting - Green Streets,"2910 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:39 AM","OCT 13, 2010 01:55 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2910 W WARREN BLVD,27-Ward
10-01253375,Tree Planting - Green Streets,"2912 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 11:39 AM","OCT 13, 2010 01:56 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2912 W WARREN BLVD,27-Ward
10-01253398,Tree Planting - Green Streets,"2917 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:42 PM","OCT 15, 2010 10:32 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2917 W WARREN BLVD,27-Ward
10-01253418,Tree Planting - Green Streets,"2920 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:43 PM","OCT 13, 2010 01:57 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2920 W WARREN BLVD,27-Ward
10-01253422,Tree Planting - Green Streets,"2926 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:43 PM","OCT 13, 2010 01:58 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2926 W WARREN BLVD,27-Ward
10-01253468,Tree Planting - Green Streets,"2929 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:44 PM","OCT 15, 2010 10:34 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2929 W WARREN BLVD,27-Ward
10-01253490,Tree Planting - Green Streets,"2930 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:49 PM","OCT 13, 2010 01:59 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2930 W WARREN BLVD,27-Ward
10-01253542,Tree Planting - Green Streets,"2934 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:50 PM","OCT 14, 2010 11:55 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2934 W WARREN BLVD,27-Ward
10-01253553,Tree Planting - Green Streets,"2939 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:55 PM","OCT 15, 2010 10:36 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2939 W WARREN BLVD,27-Ward
10-01253556,Tree Planting - Green Streets,"2941 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:56 PM","OCT 15, 2010 10:37 AM",Completed,Bureau of Forestry - Green Streets,FALL 201 - FALL 2010 - New Concrete(Season Of Plant) - 7D,2941 W WARREN BLVD,27-Ward
10-01253566,Tree Planting - Green Streets,"2947 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:56 PM","OCT 15, 2010 10:38 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2947 W WARREN BLVD,27-Ward
10-01253580,Tree Planting - Green Streets,"2955 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 12:57 PM","OCT 15, 2010 10:39 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,2955 W WARREN BLVD,27-Ward
10-01254013,Tree Planting - Green Streets,"3002 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 01:01 PM","OCT 14, 2010 11:56 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3002 W WARREN BLVD,27-Ward
10-01254027,Tree Planting - Green Streets,"3012 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 01:37 PM","OCT 14, 2010 12:13 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3012 W WARREN BLVD,27-Ward
10-01254133,Tree Planting - Green Streets,"3022 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 01:38 PM","OCT 14, 2010 12:15 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3022 W WARREN BLVD,27-Ward
10-01254176,Tree Planting - Green Streets,"3024 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 01:47 PM","OCT 14, 2010 12:15 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3024 W WARREN BLVD,27-Ward
10-01254211,Tree Planting - Green Streets,"3034 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 01:50 PM","OCT 14, 2010 12:17 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3034 W WARREN BLVD,27-Ward
10-01254432,Tree Planting - Green Streets,"3036 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:08 PM","OCT 14, 2010 12:18 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3036 W WARREN BLVD,27-Ward
10-01254460,Tree Planting - Green Streets,"3038 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:09 PM","OCT 14, 2010 12:18 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3038 W WARREN BLVD,27-Ward
10-01254508,Tree Planting - Green Streets,"3044 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:13 PM","OCT 14, 2010 12:19 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3044 W WARREN BLVD,27-Ward
10-01254511,Tree Planting - Green Streets,"3046 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:16 PM","OCT 14, 2010 12:20 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3046 W WARREN BLVD,27-Ward
10-01254562,Tree Planting - Green Streets,"3052 W WARREN BLVD , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:16 PM","OCT 14, 2010 12:21 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,3052 W WARREN BLVD,27-Ward
10-01254571,Tree Planting - Green Streets,"3 N WESTERN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:19 PM","OCT 11, 2010 02:38 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,3 N WESTERN AVE,27-Ward
10-01254582,Tree Planting - Green Streets,"30 N WESTERN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:19 PM","OCT 11, 2010 02:40 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,30 N WESTERN AVE,27-Ward
10-01254656,Tree Planting - Green Streets,"104 N WESTERN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:22 PM","DEC 13, 2010 02:49 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,104 N WESTERN AVE,27-Ward
10-01254685,Tree Planting - Green Streets,"120 N WESTERN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:28 PM","DEC 13, 2010 02:50 PM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - Existing Cut Outs - 7D,120 N WESTERN AVE,27-Ward
10-01254695,Tree Planting - Green Streets,"122 N WESTERN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Aug 09, 2010 02:29 PM","SEP 24, 2010 08:21 AM",Completed,Bureau of Forestry - Green Streets,FALL 2010 - New Concrete(Season Of Plant) - 7D,122 N WESTERN AVE,27-Ward
